model,month,path,period,rcp,variable
hg,0,/Users/mperry/data/worldclim/past/hgmidbi17.tif,mid,na,bi17
hg,0,/Users/mperry/data/worldclim/past/hgmidbi18.tif,mid,na,bi18
hg,0,/Users/mperry/data/worldclim/past/hgmidbi19.tif,mid,na,bi19
hg,0,/Users/mperry/data/worldclim/past/hgmidbi2.tif,mid,na,bi2
hg,0,/Users/mperry/data/worldclim/past/hgmidbi3.tif,mid,na,bi3
hg,0,/Users/mperry/data/worldclim/past/hgmidbi4.tif,mid,na,bi4
hg,0,/Users/mperry/data/worldclim/past/hgmidbi5.tif,mid,na,bi5
hg,0,/Users/mperry/data/worldclim/past/hgmidbi6.tif,mid,na,bi6
hg,0,/Users/mperry/data/worldclim/past/hgmidbi7.tif,mid,na,bi7
hg,0,/Users/mperry/data/worldclim/past/hgmidbi8.tif,mid,na,bi8
hg,0,/Users/mperry/data/worldclim/past/hgmidbi9.tif,mid,na,bi9
hg,1,/Users/mperry/data/worldclim/past/hgmidpr1.tif,mid,na,pr
hg,10,/Users/mperry/data/worldclim/past/hgmidpr10.tif,mid,na,pr
hg,11,/Users/mperry/data/worldclim/past/hgmidpr11.tif,mid,na,pr
hg,12,/Users/mperry/data/worldclim/past/hgmidpr12.tif,mid,na,pr
hg,2,/Users/mperry/data/worldclim/past/hgmidpr2.tif,mid,na,pr
hg,3,/Users/mperry/data/worldclim/past/hgmidpr3.tif,mid,na,pr
hg,4,/Users/mperry/data/worldclim/past/hgmidpr4.tif,mid,na,pr
hg,5,/Users/mperry/data/worldclim/past/hgmidpr5.tif,mid,na,pr
hg,6,/Users/mperry/data/worldclim/past/hgmidpr6.tif,mid,na,pr
hg,7,/Users/mperry/data/worldclim/past/hgmidpr7.tif,mid,na,pr
hg,8,/Users/mperry/data/worldclim/past/hgmidpr8.tif,mid,na,pr
hg,9,/Users/mperry/data/worldclim/past/hgmidpr9.tif,mid,na,pr
hg,1,/Users/mperry/data/worldclim/past/hgmidtn1.tif,mid,na,tn
hg,10,/Users/mperry/data/worldclim/past/hgmidtn10.tif,mid,na,tn
hg,11,/Users/mperry/data/worldclim/past/hgmidtn11.tif,mid,na,tn
hg,12,/Users/mperry/data/worldclim/past/hgmidtn12.tif,mid,na,tn
hg,2,/Users/mperry/data/worldclim/past/hgmidtn2.tif,mid,na,tn
hg,3,/Users/mperry/data/worldclim/past/hgmidtn3.tif,mid,na,tn
hg,4,/Users/mperry/data/worldclim/past/hgmidtn4.tif,mid,na,tn
hg,5,/Users/mperry/data/worldclim/past/hgmidtn5.tif,mid,na,tn
hg,6,/Users/mperry/data/worldclim/past/hgmidtn6.tif,mid,na,tn
hg,7,/Users/mperry/data/worldclim/past/hgmidtn7.tif,mid,na,tn
hg,8,/Users/mperry/data/worldclim/past/hgmidtn8.tif,mid,na,tn
hg,9,/Users/mperry/data/worldclim/past/hgmidtn9.tif,mid,na,tn
hg,1,/Users/mperry/data/worldclim/past/hgmidtx1.tif,mid,na,tx
hg,10,/Users/mperry/data/worldclim/past/hgmidtx10.tif,mid,na,tx
hg,11,/Users/mperry/data/worldclim/past/hgmidtx11.tif,mid,na,tx
hg,12,/Users/mperry/data/worldclim/past/hgmidtx12.tif,mid,na,tx
hg,2,/Users/mperry/data/worldclim/past/hgmidtx2.tif,mid,na,tx
hg,3,/Users/mperry/data/worldclim/past/hgmidtx3.tif,mid,na,tx
hg,4,/Users/mperry/data/worldclim/past/hgmidtx4.tif,mid,na,tx
hg,5,/Users/mperry/data/worldclim/past/hgmidtx5.tif,mid,na,tx
hg,6,/Users/mperry/data/worldclim/past/hgmidtx6.tif,mid,na,tx
hg,7,/Users/mperry/data/worldclim/past/hgmidtx7.tif,mid,na,tx
hg,8,/Users/mperry/data/worldclim/past/hgmidtx8.tif,mid,na,tx
hg,9,/Users/mperry/data/worldclim/past/hgmidtx9.tif,mid,na,tx
ip,0,/Users/mperry/data/worldclim/past/ipmidbi1.tif,mid,na,bi1
ip,0,/Users/mperry/data/worldclim/past/ipmidbi10.tif,mid,na,bi10
ip,0,/Users/mperry/data/worldclim/past/ipmidbi11.tif,mid,na,bi11
ip,0,/Users/mperry/data/worldclim/past/ipmidbi12.tif,mid,na,bi12
ip,0,/Users/mperry/data/worldclim/past/ipmidbi13.tif,mid,na,bi13
ip,0,/Users/mperry/data/worldclim/past/ipmidbi14.tif,mid,na,bi14
ip,0,/Users/mperry/data/worldclim/past/ipmidbi15.tif,mid,na,bi15
ip,0,/Users/mperry/data/worldclim/past/ipmidbi16.tif,mid,na,bi16
