model,month,path,period,rcp,variable
bc,4,/Users/mperry/data/worldclim/future/bc45tx704.tif,70,45,tx
bc,5,/Users/mperry/data/worldclim/future/bc45tx705.tif,70,45,tx
bc,6,/Users/mperry/data/worldclim/future/bc45tx706.tif,70,45,tx
bc,7,/Users/mperry/data/worldclim/future/bc45tx707.tif,70,45,tx
bc,8,/Users/mperry/data/worldclim/future/bc45tx708.tif,70,45,tx
bc,9,/Users/mperry/data/worldclim/future/bc45tx709.tif,70,45,tx
bc,0,/Users/mperry/data/worldclim/future/bc85bi501.tif,50,85,bi1
bc,0,/Users/mperry/data/worldclim/future/bc85bi5010.tif,50,85,bi10
bc,0,/Users/mperry/data/worldclim/future/bc85bi5011.tif,50,85,bi11
bc,0,/Users/mperry/data/worldclim/future/bc85bi5012.tif,50,85,bi12
bc,0,/Users/mperry/data/worldclim/future/bc85bi5013.tif,50,85,bi13
bc,0,/Users/mperry/data/worldclim/future/bc85bi5014.tif,50,85,bi14
bc,0,/Users/mperry/data/worldclim/future/bc85bi5015.tif,50,85,bi15
bc,0,/Users/mperry/data/worldclim/future/bc85bi5016.tif,50,85,bi16
bc,0,/Users/mperry/data/worldclim/future/bc85bi5017.tif,50,85,bi17
bc,0,/Users/mperry/data/worldclim/future/bc85bi5018.tif,50,85,bi18
bc,0,/Users/mperry/data/worldclim/future/bc85bi5019.tif,50,85,bi19
bc,0,/Users/mperry/data/worldclim/future/bc85bi502.tif,50,85,bi2
bc,0,/Users/mperry/data/worldclim/future/bc85bi503.tif,50,85,bi3
bc,0,/Users/mperry/data/worldclim/future/bc85bi504.tif,50,85,bi4
bc,0,/Users/mperry/data/worldclim/future/bc85bi505.tif,50,85,bi5
bc,0,/Users/mperry/data/worldclim/future/bc85bi506.tif,50,85,bi6
bc,0,/Users/mperry/data/worldclim/future/bc85bi507.tif,50,85,bi7
bc,0,/Users/mperry/data/worldclim/future/bc85bi508.tif,50,85,bi8
bc,0,/Users/mperry/data/worldclim/future/bc85bi509.tif,50,85,bi9
bc,0,/Users/mperry/data/worldclim/future/bc85bi701.tif,70,85,bi1
bc,0,/Users/mperry/data/worldclim/future/bc85bi7010.tif,70,85,bi10
bc,0,/Users/mperry/data/worldclim/future/bc85bi7011.tif,70,85,bi11
bc,0,/Users/mperry/data/worldclim/future/bc85bi7012.tif,70,85,bi12
bc,0,/Users/mperry/data/worldclim/future/bc85bi7013.tif,70,85,bi13
bc,0,/Users/mperry/data/worldclim/future/bc85bi7014.tif,70,85,bi14
bc,0,/Users/mperry/data/worldclim/future/bc85bi7015.tif,70,85,bi15
bc,0,/Users/mperry/data/worldclim/future/bc85bi7016.tif,70,85,bi16
bc,0,/Users/mperry/data/worldclim/future/bc85bi7017.tif,70,85,bi17
bc,0,/Users/mperry/data/worldclim/future/bc85bi7018.tif,70,85,bi18
bc,0,/Users/mperry/data/worldclim/future/bc85bi7019.tif,70,85,bi19
bc,0,/Users/mperry/data/worldclim/future/bc85bi702.tif,70,85,bi2
bc,0,/Users/mperry/data/worldclim/future/bc85bi703.tif,70,85,bi3
bc,0,/Users/mperry/data/worldclim/future/bc85bi704.tif,70,85,bi4
bc,0,/Users/mperry/data/worldclim/future/bc85bi705.tif,70,85,bi5
bc,0,/Users/mperry/data/worldclim/future/bc85bi706.tif,70,85,bi6
bc,0,/Users/mperry/data/worldclim/future/bc85bi707.tif,70,85,bi7
bc,0,/Users/mperry/data/worldclim/future/bc85bi708.tif,70,85,bi8
bc,0,/Users/mperry/data/worldclim/future/bc85bi709.tif,70,85,bi9
bc,1,/Users/mperry/data/worldclim/future/bc85pr501.tif,50,85,pr
bc,10,/Users/mperry/data/worldclim/future/bc85pr5010.tif,50,85,pr
bc,11,/Users/mperry/data/worldclim/future/bc85pr5011.tif,50,85,pr
bc,12,/Users/mperry/data/worldclim/future/bc85pr5012.tif,50,85,pr
bc,2,/Users/mperry/data/worldclim/future/bc85pr502.tif,50,85,pr
bc,3,/Users/mperry/data/worldclim/future/bc85pr503.tif,50,85,pr
bc,4,/Users/mperry/data/worldclim/future/bc85pr504.tif,50,85,pr
bc,5,/Users/mperry/data/worldclim/future/bc85pr505.tif,50,85,pr
bc,6,/Users/mperry/data/worldclim/future/bc85pr506.tif,50,85,pr
bc,7,/Users/mperry/data/worldclim/future/bc85pr507.tif,50,85,pr
bc,8,/Users/mperry/data/worldclim/future/bc85pr508.tif,50,85,pr
bc,9,/Users/mperry/data/worldclim/future/bc85pr509.tif,50,85,pr
bc,1,/Users/mperry/data/worldclim/future/bc85pr701.tif,70,85,pr
bc,10,/Users/mperry/data/worldclim/future/bc85pr7010.tif,70,85,pr
bc,11,/Users/mperry/data/worldclim/future/bc85pr7011.tif,70,85,pr
bc,12,/Users/mperry/data/worldclim/future/bc85pr7012.tif,70,85,pr
bc,2,/Users/mperry/data/worldclim/future/bc85pr702.tif,70,85,pr
bc,3,/Users/mperry/data/worldclim/future/bc85pr703.tif,70,85,pr
bc,4,/Users/mperry/data/worldclim/future/bc85pr704.tif,70,85,pr
bc,5,/Users/mperry/data/worldclim/future/bc85pr705.tif,70,85,pr
bc,6,/Users/mperry/data/worldclim/future/bc85pr706.tif,70,85,pr
bc,7,/Users/mperry/data/worldclim/future/bc85pr707.tif,70,85,pr
bc,8,/Users/mperry/data/worldclim/future/bc85pr708.tif,70,85,pr
bc,9,/Users/mperry/data/worldclim/future/bc85pr709.tif,70,85,pr
bc,1,/Users/mperry/data/worldclim/future/bc85tn501.tif,50,85,tn
bc,10,/Users/mperry/data/worldclim/future/bc85tn5010.tif,50,85,tn
bc,11,/Users/mperry/data/worldclim/future/bc85tn5011.tif,50,85,tn
bc,12,/Users/mperry/data/worldclim/future/bc85tn5012.tif,50,85,tn
bc,2,/Users/mperry/data/worldclim/future/bc85tn502.tif,50,85,tn
bc,3,/Users/mperry/data/worldclim/future/bc85tn503.tif,50,85,tn
bc,4,/Users/mperry/data/worldclim/future/bc85tn504.tif,50,85,tn
bc,5,/Users/mperry/data/worldclim/future/bc85tn505.tif,50,85,tn
bc,6,/Users/mperry/data/worldclim/future/bc85tn506.tif,50,85,tn
bc,7,/Users/mperry/data/worldclim/future/bc85tn507.tif,50,85,tn
bc,8,/Users/mperry/data/worldclim/future/bc85tn508.tif,50,85,tn
bc,9,/Users/mperry/data/worldclim/future/bc85tn509.tif,50,85,tn
bc,1,/Users/mperry/data/worldclim/future/bc85tn701.tif,70,85,tn
bc,10,/Users/mperry/data/worldclim/future/bc85tn7010.tif,70,85,tn
bc,11,/Users/mperry/data/worldclim/future/bc85tn7011.tif,70,85,tn
bc,12,/Users/mperry/data/worldclim/future/bc85tn7012.tif,70,85,tn
bc,2,/Users/mperry/data/worldclim/future/bc85tn702.tif,70,85,tn
bc,3,/Users/mperry/data/worldclim/future/bc85tn703.tif,70,85,tn
bc,4,/Users/mperry/data/worldclim/future/bc85tn704.tif,70,85,tn
bc,5,/Users/mperry/data/worldclim/future/bc85tn705.tif,70,85,tn
bc,6,/Users/mperry/data/worldclim/future/bc85tn706.tif,70,85,tn
bc,7,/Users/mperry/data/worldclim/future/bc85tn707.tif,70,85,tn
bc,8,/Users/mperry/data/worldclim/future/bc85tn708.tif,70,85,tn
bc,9,/Users/mperry/data/worldclim/future/bc85tn709.tif,70,85,tn
bc,1,/Users/mperry/data/worldclim/future/bc85tx501.tif,50,85,tx
bc,10,/Users/mperry/data/worldclim/future/bc85tx5010.tif,50,85,tx
bc,11,/Users/mperry/data/worldclim/future/bc85tx5011.tif,50,85,tx
bc,12,/Users/mperry/data/worldclim/future/bc85tx5012.tif,50,85,tx
bc,2,/Users/mperry/data/worldclim/future/bc85tx502.tif,50,85,tx
bc,3,/Users/mperry/data/worldclim/future/bc85tx503.tif,50,85,tx
bc,4,/Users/mperry/data/worldclim/future/bc85tx504.tif,50,85,tx
bc,5,/Users/mperry/data/worldclim/future/bc85tx505.tif,50,85,tx
bc,6,/Users/mperry/data/worldclim/future/bc85tx506.tif,50,85,tx
bc,7,/Users/mperry/data/worldclim/future/bc85tx507.tif,50,85,tx
bc,8,/Users/mperry/data/worldclim/future/bc85tx508.tif,50,85,tx
bc,9,/Users/mperry/data/worldclim/future/bc85tx509.tif,50,85,tx
bc,1,/Users/mperry/data/worldclim/future/bc85tx701.tif,70,85,tx
bc,10,/Users/mperry/data/worldclim/future/bc85tx7010.tif,70,85,tx
bc,11,/Users/mperry/data/worldclim/future/bc85tx7011.tif,70,85,tx
bc,12,/Users/mperry/data/worldclim/future/bc85tx7012.tif,70,85,tx
bc,2,/Users/mperry/data/worldclim/future/bc85tx702.tif,70,85,tx
bc,3,/Users/mperry/data/worldclim/future/bc85tx703.tif,70,85,tx
bc,4,/Users/mperry/data/worldclim/future/bc85tx704.tif,70,85,tx
bc,5,/Users/mperry/data/worldclim/future/bc85tx705.tif,70,85,tx
bc,6,/Users/mperry/data/worldclim/future/bc85tx706.tif,70,85,tx
bc,7,/Users/mperry/data/worldclim/future/bc85tx707.tif,70,85,tx
bc,8,/Users/mperry/data/worldclim/future/bc85tx708.tif,70,85,tx
bc,9,/Users/mperry/data/worldclim/future/bc85tx709.tif,70,85,tx
cc,0,/Users/mperry/data/worldclim/future/cc26bi501.tif,50,26,bi1
cc,0,/Users/mperry/data/worldclim/future/cc26bi5010.tif,50,26,bi10
cc,0,/Users/mperry/data/worldclim/future/cc26bi5011.tif,50,26,bi11
cc,0,/Users/mperry/data/worldclim/future/cc26bi5012.tif,50,26,bi12
cc,0,/Users/mperry/data/worldclim/future/cc26bi5013.tif,50,26,bi13
cc,0,/Users/mperry/data/worldclim/future/cc26bi5014.tif,50,26,bi14
cc,0,/Users/mperry/data/worldclim/future/cc26bi5015.tif,50,26,bi15
cc,0,/Users/mperry/data/worldclim/future/cc26bi5016.tif,50,26,bi16
cc,0,/Users/mperry/data/worldclim/future/cc26bi5017.tif,50,26,bi17
cc,0,/Users/mperry/data/worldclim/future/cc26bi5018.tif,50,26,bi18
cc,0,/Users/mperry/data/worldclim/future/cc26bi5019.tif,50,26,bi19
cc,0,/Users/mperry/data/worldclim/future/cc26bi502.tif,50,26,bi2
cc,0,/Users/mperry/data/worldclim/future/cc26bi503.tif,50,26,bi3
cc,0,/Users/mperry/data/worldclim/future/cc26bi504.tif,50,26,bi4
cc,0,/Users/mperry/data/worldclim/future/cc26bi505.tif,50,26,bi5
cc,0,/Users/mperry/data/worldclim/future/cc26bi506.tif,50,26,bi6
cc,0,/Users/mperry/data/worldclim/future/cc26bi507.tif,50,26,bi7
cc,0,/Users/mperry/data/worldclim/future/cc26bi508.tif,50,26,bi8
cc,0,/Users/mperry/data/worldclim/future/cc26bi509.tif,50,26,bi9
cc,0,/Users/mperry/data/worldclim/future/cc26bi701.tif,70,26,bi1
cc,0,/Users/mperry/data/worldclim/future/cc26bi7010.tif,70,26,bi10
cc,0,/Users/mperry/data/worldclim/future/cc26bi7011.tif,70,26,bi11
cc,0,/Users/mperry/data/worldclim/future/cc26bi7012.tif,70,26,bi12
cc,0,/Users/mperry/data/worldclim/future/cc26bi7013.tif,70,26,bi13
cc,0,/Users/mperry/data/worldclim/future/cc26bi7014.tif,70,26,bi14
cc,0,/Users/mperry/data/worldclim/future/cc26bi7015.tif,70,26,bi15
cc,0,/Users/mperry/data/worldclim/future/cc26bi7016.tif,70,26,bi16
cc,0,/Users/mperry/data/worldclim/future/cc26bi7017.tif,70,26,bi17
cc,0,/Users/mperry/data/worldclim/future/cc26bi7018.tif,70,26,bi18
cc,0,/Users/mperry/data/worldclim/future/cc26bi7019.tif,70,26,bi19
cc,0,/Users/mperry/data/worldclim/future/cc26bi702.tif,70,26,bi2
cc,0,/Users/mperry/data/worldclim/future/cc26bi703.tif,70,26,bi3
cc,0,/Users/mperry/data/worldclim/future/cc26bi704.tif,70,26,bi4
cc,0,/Users/mperry/data/worldclim/future/cc26bi705.tif,70,26,bi5
cc,0,/Users/mperry/data/worldclim/future/cc26bi706.tif,70,26,bi6
cc,0,/Users/mperry/data/worldclim/future/cc26bi707.tif,70,26,bi7
cc,0,/Users/mperry/data/worldclim/future/cc26bi708.tif,70,26,bi8
cc,0,/Users/mperry/data/worldclim/future/cc26bi709.tif,70,26,bi9
cc,1,/Users/mperry/data/worldclim/future/cc26pr501.tif,50,26,pr
cc,10,/Users/mperry/data/worldclim/future/cc26pr5010.tif,50,26,pr
cc,11,/Users/mperry/data/worldclim/future/cc26pr5011.tif,50,26,pr
cc,12,/Users/mperry/data/worldclim/future/cc26pr5012.tif,50,26,pr
cc,2,/Users/mperry/data/worldclim/future/cc26pr502.tif,50,26,pr
cc,3,/Users/mperry/data/worldclim/future/cc26pr503.tif,50,26,pr
cc,4,/Users/mperry/data/worldclim/future/cc26pr504.tif,50,26,pr
cc,5,/Users/mperry/data/worldclim/future/cc26pr505.tif,50,26,pr
cc,6,/Users/mperry/data/worldclim/future/cc26pr506.tif,50,26,pr
cc,7,/Users/mperry/data/worldclim/future/cc26pr507.tif,50,26,pr
cc,8,/Users/mperry/data/worldclim/future/cc26pr508.tif,50,26,pr
cc,9,/Users/mperry/data/worldclim/future/cc26pr509.tif,50,26,pr
cc,1,/Users/mperry/data/worldclim/future/cc26pr701.tif,70,26,pr
cc,10,/Users/mperry/data/worldclim/future/cc26pr7010.tif,70,26,pr
cc,11,/Users/mperry/data/worldclim/future/cc26pr7011.tif,70,26,pr
cc,12,/Users/mperry/data/worldclim/future/cc26pr7012.tif,70,26,pr
cc,2,/Users/mperry/data/worldclim/future/cc26pr702.tif,70,26,pr
cc,3,/Users/mperry/data/worldclim/future/cc26pr703.tif,70,26,pr
cc,4,/Users/mperry/data/worldclim/future/cc26pr704.tif,70,26,pr
cc,5,/Users/mperry/data/worldclim/future/cc26pr705.tif,70,26,pr
cc,6,/Users/mperry/data/worldclim/future/cc26pr706.tif,70,26,pr
cc,7,/Users/mperry/data/worldclim/future/cc26pr707.tif,70,26,pr
cc,8,/Users/mperry/data/worldclim/future/cc26pr708.tif,70,26,pr
cc,9,/Users/mperry/data/worldclim/future/cc26pr709.tif,70,26,pr
cc,1,/Users/mperry/data/worldclim/future/cc26tn501.tif,50,26,tn
cc,10,/Users/mperry/data/worldclim/future/cc26tn5010.tif,50,26,tn
cc,11,/Users/mperry/data/worldclim/future/cc26tn5011.tif,50,26,tn
cc,12,/Users/mperry/data/worldclim/future/cc26tn5012.tif,50,26,tn
cc,2,/Users/mperry/data/worldclim/future/cc26tn502.tif,50,26,tn
cc,3,/Users/mperry/data/worldclim/future/cc26tn503.tif,50,26,tn
cc,4,/Users/mperry/data/worldclim/future/cc26tn504.tif,50,26,tn
cc,5,/Users/mperry/data/worldclim/future/cc26tn505.tif,50,26,tn
cc,6,/Users/mperry/data/worldclim/future/cc26tn506.tif,50,26,tn
cc,7,/Users/mperry/data/worldclim/future/cc26tn507.tif,50,26,tn
cc,8,/Users/mperry/data/worldclim/future/cc26tn508.tif,50,26,tn
cc,9,/Users/mperry/data/worldclim/future/cc26tn509.tif,50,26,tn
cc,1,/Users/mperry/data/worldclim/future/cc26tn701.tif,70,26,tn
cc,10,/Users/mperry/data/worldclim/future/cc26tn7010.tif,70,26,tn
cc,11,/Users/mperry/data/worldclim/future/cc26tn7011.tif,70,26,tn
cc,12,/Users/mperry/data/worldclim/future/cc26tn7012.tif,70,26,tn
cc,2,/Users/mperry/data/worldclim/future/cc26tn702.tif,70,26,tn
cc,3,/Users/mperry/data/worldclim/future/cc26tn703.tif,70,26,tn
cc,4,/Users/mperry/data/worldclim/future/cc26tn704.tif,70,26,tn
cc,5,/Users/mperry/data/worldclim/future/cc26tn705.tif,70,26,tn
cc,6,/Users/mperry/data/worldclim/future/cc26tn706.tif,70,26,tn
cc,7,/Users/mperry/data/worldclim/future/cc26tn707.tif,70,26,tn
cc,8,/Users/mperry/data/worldclim/future/cc26tn708.tif,70,26,tn
cc,9,/Users/mperry/data/worldclim/future/cc26tn709.tif,70,26,tn
cc,1,/Users/mperry/data/worldclim/future/cc26tx501.tif,50,26,tx
cc,10,/Users/mperry/data/worldclim/future/cc26tx5010.tif,50,26,tx
cc,11,/Users/mperry/data/worldclim/future/cc26tx5011.tif,50,26,tx
cc,12,/Users/mperry/data/worldclim/future/cc26tx5012.tif,50,26,tx
cc,2,/Users/mperry/data/worldclim/future/cc26tx502.tif,50,26,tx
cc,3,/Users/mperry/data/worldclim/future/cc26tx503.tif,50,26,tx
cc,4,/Users/mperry/data/worldclim/future/cc26tx504.tif,50,26,tx
cc,5,/Users/mperry/data/worldclim/future/cc26tx505.tif,50,26,tx
cc,6,/Users/mperry/data/worldclim/future/cc26tx506.tif,50,26,tx
cc,7,/Users/mperry/data/worldclim/future/cc26tx507.tif,50,26,tx
cc,8,/Users/mperry/data/worldclim/future/cc26tx508.tif,50,26,tx
cc,9,/Users/mperry/data/worldclim/future/cc26tx509.tif,50,26,tx
cc,1,/Users/mperry/data/worldclim/future/cc26tx701.tif,70,26,tx
cc,10,/Users/mperry/data/worldclim/future/cc26tx7010.tif,70,26,tx
cc,11,/Users/mperry/data/worldclim/future/cc26tx7011.tif,70,26,tx
cc,12,/Users/mperry/data/worldclim/future/cc26tx7012.tif,70,26,tx
cc,2,/Users/mperry/data/worldclim/future/cc26tx702.tif,70,26,tx
cc,3,/Users/mperry/data/worldclim/future/cc26tx703.tif,70,26,tx
cc,4,/Users/mperry/data/worldclim/future/cc26tx704.tif,70,26,tx
cc,5,/Users/mperry/data/worldclim/future/cc26tx705.tif,70,26,tx
cc,6,/Users/mperry/data/worldclim/future/cc26tx706.tif,70,26,tx
cc,7,/Users/mperry/data/worldclim/future/cc26tx707.tif,70,26,tx
cc,8,/Users/mperry/data/worldclim/future/cc26tx708.tif,70,26,tx
cc,9,/Users/mperry/data/worldclim/future/cc26tx709.tif,70,26,tx
cc,0,/Users/mperry/data/worldclim/future/cc45bi501.tif,50,45,bi1
cc,0,/Users/mperry/data/worldclim/future/cc45bi5010.tif,50,45,bi10
cc,0,/Users/mperry/data/worldclim/future/cc45bi5011.tif,50,45,bi11
cc,0,/Users/mperry/data/worldclim/future/cc45bi5012.tif,50,45,bi12
cc,0,/Users/mperry/data/worldclim/future/cc45bi5013.tif,50,45,bi13
cc,0,/Users/mperry/data/worldclim/future/cc45bi5014.tif,50,45,bi14
cc,0,/Users/mperry/data/worldclim/future/cc45bi5015.tif,50,45,bi15
cc,0,/Users/mperry/data/worldclim/future/cc45bi5016.tif,50,45,bi16
cc,0,/Users/mperry/data/worldclim/future/cc45bi5017.tif,50,45,bi17
cc,0,/Users/mperry/data/worldclim/future/cc45bi5018.tif,50,45,bi18
cc,0,/Users/mperry/data/worldclim/future/cc45bi5019.tif,50,45,bi19
cc,0,/Users/mperry/data/worldclim/future/cc45bi502.tif,50,45,bi2
cc,0,/Users/mperry/data/worldclim/future/cc45bi503.tif,50,45,bi3
cc,0,/Users/mperry/data/worldclim/future/cc45bi504.tif,50,45,bi4
cc,0,/Users/mperry/data/worldclim/future/cc45bi505.tif,50,45,bi5
cc,0,/Users/mperry/data/worldclim/future/cc45bi506.tif,50,45,bi6
cc,0,/Users/mperry/data/worldclim/future/cc45bi507.tif,50,45,bi7
cc,0,/Users/mperry/data/worldclim/future/cc45bi508.tif,50,45,bi8
cc,0,/Users/mperry/data/worldclim/future/cc45bi509.tif,50,45,bi9
cc,0,/Users/mperry/data/worldclim/future/cc45bi701.tif,70,45,bi1
cc,0,/Users/mperry/data/worldclim/future/cc45bi7010.tif,70,45,bi10
cc,0,/Users/mperry/data/worldclim/future/cc45bi7011.tif,70,45,bi11
cc,0,/Users/mperry/data/worldclim/future/cc45bi7012.tif,70,45,bi12
cc,0,/Users/mperry/data/worldclim/future/cc45bi7013.tif,70,45,bi13
cc,0,/Users/mperry/data/worldclim/future/cc45bi7014.tif,70,45,bi14
cc,0,/Users/mperry/data/worldclim/future/cc45bi7015.tif,70,45,bi15
cc,0,/Users/mperry/data/worldclim/future/cc45bi7016.tif,70,45,bi16
cc,0,/Users/mperry/data/worldclim/future/cc45bi7017.tif,70,45,bi17
cc,0,/Users/mperry/data/worldclim/future/cc45bi7018.tif,70,45,bi18
cc,0,/Users/mperry/data/worldclim/future/cc45bi7019.tif,70,45,bi19
cc,0,/Users/mperry/data/worldclim/future/cc45bi702.tif,70,45,bi2
cc,0,/Users/mperry/data/worldclim/future/cc45bi703.tif,70,45,bi3
cc,0,/Users/mperry/data/worldclim/future/cc45bi704.tif,70,45,bi4
cc,0,/Users/mperry/data/worldclim/future/cc45bi705.tif,70,45,bi5
cc,0,/Users/mperry/data/worldclim/future/cc45bi706.tif,70,45,bi6
cc,0,/Users/mperry/data/worldclim/future/cc45bi707.tif,70,45,bi7
cc,0,/Users/mperry/data/worldclim/future/cc45bi708.tif,70,45,bi8
cc,0,/Users/mperry/data/worldclim/future/cc45bi709.tif,70,45,bi9
cc,1,/Users/mperry/data/worldclim/future/cc45pr501.tif,50,45,pr
cc,10,/Users/mperry/data/worldclim/future/cc45pr5010.tif,50,45,pr
cc,11,/Users/mperry/data/worldclim/future/cc45pr5011.tif,50,45,pr
cc,12,/Users/mperry/data/worldclim/future/cc45pr5012.tif,50,45,pr
cc,2,/Users/mperry/data/worldclim/future/cc45pr502.tif,50,45,pr
cc,3,/Users/mperry/data/worldclim/future/cc45pr503.tif,50,45,pr
cc,4,/Users/mperry/data/worldclim/future/cc45pr504.tif,50,45,pr
cc,5,/Users/mperry/data/worldclim/future/cc45pr505.tif,50,45,pr
cc,6,/Users/mperry/data/worldclim/future/cc45pr506.tif,50,45,pr
cc,7,/Users/mperry/data/worldclim/future/cc45pr507.tif,50,45,pr
cc,8,/Users/mperry/data/worldclim/future/cc45pr508.tif,50,45,pr
cc,9,/Users/mperry/data/worldclim/future/cc45pr509.tif,50,45,pr
cc,1,/Users/mperry/data/worldclim/future/cc45pr701.tif,70,45,pr
cc,10,/Users/mperry/data/worldclim/future/cc45pr7010.tif,70,45,pr
cc,11,/Users/mperry/data/worldclim/future/cc45pr7011.tif,70,45,pr
cc,12,/Users/mperry/data/worldclim/future/cc45pr7012.tif,70,45,pr
cc,2,/Users/mperry/data/worldclim/future/cc45pr702.tif,70,45,pr
cc,3,/Users/mperry/data/worldclim/future/cc45pr703.tif,70,45,pr
cc,4,/Users/mperry/data/worldclim/future/cc45pr704.tif,70,45,pr
cc,5,/Users/mperry/data/worldclim/future/cc45pr705.tif,70,45,pr
cc,6,/Users/mperry/data/worldclim/future/cc45pr706.tif,70,45,pr
cc,7,/Users/mperry/data/worldclim/future/cc45pr707.tif,70,45,pr
cc,8,/Users/mperry/data/worldclim/future/cc45pr708.tif,70,45,pr
cc,9,/Users/mperry/data/worldclim/future/cc45pr709.tif,70,45,pr
cc,1,/Users/mperry/data/worldclim/future/cc45tn501.tif,50,45,tn
cc,10,/Users/mperry/data/worldclim/future/cc45tn5010.tif,50,45,tn
cc,11,/Users/mperry/data/worldclim/future/cc45tn5011.tif,50,45,tn
cc,12,/Users/mperry/data/worldclim/future/cc45tn5012.tif,50,45,tn
cc,2,/Users/mperry/data/worldclim/future/cc45tn502.tif,50,45,tn
cc,3,/Users/mperry/data/worldclim/future/cc45tn503.tif,50,45,tn
cc,4,/Users/mperry/data/worldclim/future/cc45tn504.tif,50,45,tn
cc,5,/Users/mperry/data/worldclim/future/cc45tn505.tif,50,45,tn
cc,6,/Users/mperry/data/worldclim/future/cc45tn506.tif,50,45,tn
cc,7,/Users/mperry/data/worldclim/future/cc45tn507.tif,50,45,tn
cc,8,/Users/mperry/data/worldclim/future/cc45tn508.tif,50,45,tn
cc,9,/Users/mperry/data/worldclim/future/cc45tn509.tif,50,45,tn
cc,1,/Users/mperry/data/worldclim/future/cc45tn701.tif,70,45,tn
cc,10,/Users/mperry/data/worldclim/future/cc45tn7010.tif,70,45,tn
cc,11,/Users/mperry/data/worldclim/future/cc45tn7011.tif,70,45,tn
cc,12,/Users/mperry/data/worldclim/future/cc45tn7012.tif,70,45,tn
cc,2,/Users/mperry/data/worldclim/future/cc45tn702.tif,70,45,tn
cc,3,/Users/mperry/data/worldclim/future/cc45tn703.tif,70,45,tn
cc,4,/Users/mperry/data/worldclim/future/cc45tn704.tif,70,45,tn
cc,5,/Users/mperry/data/worldclim/future/cc45tn705.tif,70,45,tn
cc,6,/Users/mperry/data/worldclim/future/cc45tn706.tif,70,45,tn
cc,7,/Users/mperry/data/worldclim/future/cc45tn707.tif,70,45,tn
cc,8,/Users/mperry/data/worldclim/future/cc45tn708.tif,70,45,tn
cc,9,/Users/mperry/data/worldclim/future/cc45tn709.tif,70,45,tn
cc,1,/Users/mperry/data/worldclim/future/cc45tx501.tif,50,45,tx
cc,10,/Users/mperry/data/worldclim/future/cc45tx5010.tif,50,45,tx
cc,11,/Users/mperry/data/worldclim/future/cc45tx5011.tif,50,45,tx
cc,12,/Users/mperry/data/worldclim/future/cc45tx5012.tif,50,45,tx
cc,2,/Users/mperry/data/worldclim/future/cc45tx502.tif,50,45,tx
cc,3,/Users/mperry/data/worldclim/future/cc45tx503.tif,50,45,tx
cc,4,/Users/mperry/data/worldclim/future/cc45tx504.tif,50,45,tx
cc,5,/Users/mperry/data/worldclim/future/cc45tx505.tif,50,45,tx
cc,6,/Users/mperry/data/worldclim/future/cc45tx506.tif,50,45,tx
cc,7,/Users/mperry/data/worldclim/future/cc45tx507.tif,50,45,tx
cc,8,/Users/mperry/data/worldclim/future/cc45tx508.tif,50,45,tx
cc,9,/Users/mperry/data/worldclim/future/cc45tx509.tif,50,45,tx
cc,1,/Users/mperry/data/worldclim/future/cc45tx701.tif,70,45,tx
cc,10,/Users/mperry/data/worldclim/future/cc45tx7010.tif,70,45,tx
cc,11,/Users/mperry/data/worldclim/future/cc45tx7011.tif,70,45,tx
cc,12,/Users/mperry/data/worldclim/future/cc45tx7012.tif,70,45,tx
cc,2,/Users/mperry/data/worldclim/future/cc45tx702.tif,70,45,tx
cc,3,/Users/mperry/data/worldclim/future/cc45tx703.tif,70,45,tx
cc,4,/Users/mperry/data/worldclim/future/cc45tx704.tif,70,45,tx
cc,5,/Users/mperry/data/worldclim/future/cc45tx705.tif,70,45,tx
cc,6,/Users/mperry/data/worldclim/future/cc45tx706.tif,70,45,tx
cc,7,/Users/mperry/data/worldclim/future/cc45tx707.tif,70,45,tx
cc,8,/Users/mperry/data/worldclim/future/cc45tx708.tif,70,45,tx
cc,9,/Users/mperry/data/worldclim/future/cc45tx709.tif,70,45,tx
cc,0,/Users/mperry/data/worldclim/future/cc85bi501.tif,50,85,bi1
cc,0,/Users/mperry/data/worldclim/future/cc85bi5010.tif,50,85,bi10
cc,0,/Users/mperry/data/worldclim/future/cc85bi5011.tif,50,85,bi11
cc,0,/Users/mperry/data/worldclim/future/cc85bi5012.tif,50,85,bi12
cc,0,/Users/mperry/data/worldclim/future/cc85bi5013.tif,50,85,bi13
cc,0,/Users/mperry/data/worldclim/future/cc85bi5014.tif,50,85,bi14
cc,0,/Users/mperry/data/worldclim/future/cc85bi5015.tif,50,85,bi15
cc,0,/Users/mperry/data/worldclim/future/cc85bi5016.tif,50,85,bi16
cc,0,/Users/mperry/data/worldclim/future/cc85bi5017.tif,50,85,bi17
cc,0,/Users/mperry/data/worldclim/future/cc85bi5018.tif,50,85,bi18
cc,0,/Users/mperry/data/worldclim/future/cc85bi5019.tif,50,85,bi19
cc,0,/Users/mperry/data/worldclim/future/cc85bi502.tif,50,85,bi2
cc,0,/Users/mperry/data/worldclim/future/cc85bi503.tif,50,85,bi3
cc,0,/Users/mperry/data/worldclim/future/cc85bi504.tif,50,85,bi4
cc,0,/Users/mperry/data/worldclim/future/cc85bi505.tif,50,85,bi5
cc,0,/Users/mperry/data/worldclim/future/cc85bi506.tif,50,85,bi6
